UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
3214,182,233,563,655,482,587,151,1
3215,638,696,516,311,769,237,209,1
3216,921,593,198,308,259,937,415,0
3217,45,729,152,41,40,11,841,0
3218,367,563,651,350,358,51,845,1
3219,665,97,836,74,149,261,320,1
3220,927,427,693,54,743,144,133,0
3221,483,167,864,924,707,901,983,0
3222,858,693,638,470,200,774,47,1
3223,594,692,638,109,457,965,341,1
3224,473,726,886,15,420,898,806,1
3225,244,13,927,276,891,900,246,1
3226,562,109,422,260,852,193,750,1
3227,643,191,425,240,451,812,80,0
3228,766,424,343,940,237,173,132,1
3229,672,978,132,598,712,700,961,1
3230,923,644,482,156,127,15,320,0
3231,374,119,156,147,157,766,381,1
3232,688,467,13,405,472,680,284,0
3233,83,599,147,385,161,104,322,1
3234,96,478,225,832,985,393,813,1
3235,419,409,954,311,485,822,420,1
3236,118,671,691,688,431,110,990,0
3237,468,748,620,681,885,499,74,0
3238,517,125,689,390,22,903,168,0
3239,822,223,881,532,53,401,294,1
3240,54,476,157,348,39,514,759,0
3241,540,582,27,713,100,306,541,0
3242,733,534,214,604,935,169,909,0
3243,733,246,66,697,250,746,451,0
3244,595,792,704,236,483,615,419,0
3245,200,269,788,584,645,94,801,1
3246,154,355,438,293,422,135,885,0
3247,141,250,731,317,116,914,386,0
3248,856,421,473,150,107,56,974,1
3249,616,567,560,280,201,600,968,1
3250,883,953,619,68,466,102,275,1
3251,824,197,659,161,451,545,505,1
3252,728,709,673,604,257,958,10,1
3253,110,617,357,995,458,143,133,1
3254,436,490,479,204,129,778,825,1
3255,972,60,24,302,943,5,117,1
3256,766,17,695,123,47,62,747,1
3257,734,835,886,457,605,925,488,0
3258,343,799,951,806,185,62,238,0
3259,436,484,979,652,444,588,832,0
3260,888,143,475,669,210,331,35,0
3261,437,232,193,630,495,621,359,1
3262,680,542,14,356,474,969,240,0
3263,799,266,523,370,553,163,658,0
3264,836,741,665,500,922,591,963,0
3265,696,358,18,741,655,112,981,0
3266,878,887,250,986,94,230,366,1
3267,508,27,93,405,933,653,90,1
3268,190,808,149,565,42,169,151,1
3269,860,621,20,473,169,332,79,0
3270,675,967,831,17,379,53,795,0
3271,868,794,849,814,248,364,220,1
3272,456,736,923,970,291,982,551,0
3273,911,811,163,813,956,271,470,1
3274,562,81,770,8,168,229,938,1
3275,395,878,34,142,511,115,425,0
3276,154,404,496,733,313,781,767,1
3277,916,918,394,851,653,693,298,1
3278,575,259,307,442,643,774,540,1
3279,271,337,600,701,610,815,78,1
3280,768,405,196,935,843,557,294,1
3281,116,169,702,588,215,337,527,0
3282,849,716,445,606,591,260,485,0
3283,648,452,283,839,371,863,68,1
3284,972,222,239,628,812,108,53,0
3285,383,742,969,94,765,771,73,1
3286,854,992,843,285,490,678,333,1
3287,113,857,263,249,209,322,179,1
3288,606,817,858,498,84,478,19,0
3289,608,249,292,454,793,551,212,0
3290,645,279,835,992,897,314,678,0
3291,473,407,907,335,875,841,459,1
3292,420,305,736,533,664,684,906,1
3293,389,497,793,982,512,783,539,1
3294,676,520,336,375,656,67,196,1
3295,642,799,193,957,754,438,143,1
3296,594,242,288,524,932,328,529,1
3297,955,38,476,990,270,209,620,0
3298,303,815,211,81,663,412,431,0
3299,300,425,943,596,503,612,365,1
3300,501,721,532,409,293,554,84,0
3301,212,387,385,55,605,186,73,0
3302,697,773,540,834,662,557,388,0
3303,393,541,570,339,392,488,679,1
3304,393,607,652,695,993,931,709,0
3305,100,371,922,388,488,88,141,1
3306,79,129,562,537,460,366,88,0
3307,57,479,148,473,709,198,365,1
3308,412,477,540,592,545,7,593,0
3309,243,569,540,785,556,725,725,1
3310,824,238,755,359,957,609,928,1
3311,63,522,544,372,897,476,533,0
3312,612,562,309,829,275,550,971,0
3313,227,3,293,938,101,961,21,1
3314,277,489,401,939,384,959,15,1
3315,289,573,528,149,915,733,853,1
3316,733,631,288,586,971,898,847,1
3317,7,694,456,275,300,556,693,0
3318,779,604,346,826,446,585,910,0
3319,622,220,729,864,886,637,464,0
3320,52,622,709,331,38,388,848,1
3321,112,198,461,500,347,789,747,0
3322,308,516,463,903,997,52,641,1
3323,746,864,670,406,615,999,181,1
3324,722,427,244,544,625,344,55,0
3325,440,226,331,839,385,478,813,0
3326,53,12,119,411,863,60,224,0
3327,662,89,549,482,599,482,497,0
3328,888,115,205,236,859,2,957,1
3329,757,116,91,928,460,9,938,0
3330,774,952,150,316,380,134,861,1
3331,557,980,706,621,514,215,697,0
3332,488,659,992,521,609,80,796,1
3333,254,491,287,484,497,725,809,1
3334,642,678,383,557,253,212,489,0
3335,150,872,261,232,305,559,490,1
3336,271,493,116,133,476,74,796,0
3337,460,763,315,968,444,392,432,0
3338,869,313,140,879,269,243,182,1
3339,374,92,737,485,692,580,980,1
3340,409,557,791,578,216,869,288,1
3341,896,45,55,503,70,11,47,0
3342,595,678,836,128,753,499,477,0
3343,902,668,693,912,993,301,528,1
3344,567,964,863,156,343,254,134,0
3345,42,972,883,278,509,473,899,1
3346,598,28,67,795,5,411,18,0
3347,221,812,643,386,910,957,230,1
3348,504,755,543,463,483,690,123,1
3349,651,929,574,3,6,852,111,1
3350,732,17,862,327,89,946,26,0
3351,794,57,255,128,430,986,183,1
3352,198,818,778,544,467,624,924,0
3353,279,481,700,638,181,145,410,0
3354,105,874,268,507,498,805,206,0
3355,404,50,303,77,477,347,949,1
3356,114,118,303,113,519,312,837,1
3357,482,694,183,67,139,564,292,1
3358,295,408,804,489,244,474,846,1
3359,689,491,402,529,404,419,341,1
3360,658,226,45,849,412,119,363,0
3361,563,257,312,781,988,268,251,0
3362,387,926,729,461,869,251,775,0
3363,395,223,753,115,264,272,795,0
3364,711,388,431,211,328,832,843,1
3365,560,139,194,362,553,678,400,0
3366,12,70,705,698,795,261,160,0
3367,935,732,961,165,615,274,746,0
3368,869,616,26,333,65,155,208,1
3369,561,682,569,101,7,67,54,1
3370,329,110,259,923,260,128,376,0
3371,936,487,213,518,953,960,922,1
3372,857,552,386,866,381,38,608,0
3373,881,909,920,149,29,358,534,1
3374,481,470,849,741,975,830,757,1
3375,428,733,518,741,320,544,723,1
3376,947,637,500,531,963,85,397,1
3377,210,304,797,754,65,266,696,0
3378,676,930,624,451,211,855,606,0
3379,755,44,198,206,430,927,186,0
3380,710,963,263,166,194,807,213,0
3381,42,68,762,873,76,228,241,0
3382,316,798,564,642,815,902,375,0
3383,965,550,276,26,916,304,309,1
3384,412,196,147,386,819,242,294,0
3385,310,332,136,883,597,503,456,1
3386,335,360,781,917,10,180,961,0
3387,304,715,183,143,607,26,580,0
3388,571,792,910,265,654,442,850,0
3389,714,96,609,874,311,496,854,0
3390,423,438,500,522,48,581,686,1
3391,139,869,368,747,51,75,722,0
3392,288,312,722,536,571,31,618,1
3393,502,755,478,123,235,526,405,0
3394,268,742,279,90,769,447,880,0
3395,449,434,738,854,254,95,683,1
3396,169,63,795,520,438,784,868,0
3397,165,806,824,161,477,477,936,0
3398,950,30,876,181,151,495,96,1
3399,592,172,844,215,51,324,131,0
3400,835,617,9,791,983,225,950,1
3401,680,218,626,749,150,895,289,1
3402,136,182,621,644,861,877,339,0
3403,731,686,931,178,156,452,987,0
3404,512,812,588,337,204,963,257,1
3405,403,748,990,428,629,292,545,1
3406,821,710,19,807,151,354,722,0
3407,260,163,54,660,972,164,274,1
3408,983,415,516,893,868,401,822,1
3409,708,82,98,734,951,531,786,1
3410,465,646,598,257,732,356,584,1
3411,859,809,274,544,85,388,384,1
3412,767,388,581,557,235,154,601,0
3413,721,437,281,200,555,105,37,0
3414,690,488,639,761,654,203,398,1
3415,61,536,697,9,260,427,982,1
3416,346,582,154,701,21,726,558,1
3417,991,551,543,878,35,699,29,0
3418,504,876,38,165,982,316,1,1
3419,945,416,593,80,215,788,445,0
3420,546,700,237,379,259,810,370,1
3421,631,113,407,815,585,324,244,1
3422,695,426,671,387,973,655,190,0
3423,804,588,712,168,777,704,684,1
3424,863,751,532,76,790,341,741,1
3425,651,556,922,173,947,757,676,1
3426,742,483,575,856,865,103,173,0
3427,100,967,245,341,450,416,960,1
3428,280,723,721,408,132,769,753,1
3429,809,89,872,967,78,352,268,0
3430,961,945,793,865,344,134,829,1
3431,409,151,561,754,264,800,158,0
3432,955,644,381,421,572,311,403,1
3433,585,244,750,97,310,499,828,0
3434,75,908,515,417,293,802,773,1
3435,366,629,923,23,359,987,916,1
3436,2,892,440,425,537,309,621,0
3437,186,109,307,874,620,651,928,1
3438,199,408,820,538,460,561,733,1
3439,238,130,880,148,569,201,500,0
3440,3,484,19,247,628,879,380,1
3441,686,354,120,310,32,151,392,1
3442,474,643,221,810,857,111,223,1
3443,529,439,789,262,338,61,934,0
3444,328,590,912,680,463,314,926,1
3445,942,488,149,680,427,773,758,0
3446,696,0,187,260,936,243,963,1
3447,833,509,520,248,490,116,493,1
3448,153,764,483,272,281,826,267,0
3449,938,554,447,510,2,610,672,0
3450,340,306,906,717,895,186,428,0
3451,535,928,477,268,567,247,130,0
3452,386,56,55,76,875,928,940,1
3453,643,94,472,437,362,483,900,0
3454,48,752,545,457,283,281,887,1
3455,170,691,232,978,754,274,218,1
3456,775,184,240,525,250,520,130,1
3457,278,384,181,738,228,404,171,1
3458,408,114,3,735,549,309,930,0
3459,66,286,0,754,629,834,104,0
3460,490,162,803,86,177,242,956,0
3461,446,661,653,885,759,545,202,1
3462,216,990,813,763,920,503,396,0
3463,347,279,568,930,878,849,306,1
3464,964,151,619,112,109,447,997,1
3465,280,924,425,279,770,303,558,0
3466,812,819,919,965,815,234,728,0
3467,231,531,548,499,607,440,202,1
3468,908,334,364,554,477,572,693,1
3469,366,921,985,94,759,790,615,1
3470,615,191,847,255,609,18,836,0
3471,996,984,318,158,378,177,908,0
3472,341,332,224,760,102,624,394,0
3473,979,481,588,875,31,9,358,0
3474,345,444,315,137,491,762,718,0
3475,388,482,639,766,197,809,348,1
3476,161,324,807,97,738,848,288,1
3477,606,154,111,800,606,334,75,1
3478,279,884,588,372,955,675,598,1
3479,480,73,798,676,86,961,555,0
3480,93,205,789,537,70,431,856,0
3481,245,181,349,383,414,128,252,0
3482,277,531,58,867,611,710,415,0
3483,625,503,580,298,37,567,320,1
3484,789,535,584,597,647,83,560,1
3485,952,376,764,447,342,599,709,0
3486,117,296,85,63,451,490,75,1
3487,387,657,723,702,708,987,859,0
3488,301,277,520,455,601,580,220,0
3489,305,660,664,78,142,217,880,0
3490,470,553,813,222,404,553,627,1
3491,154,755,351,593,764,42,216,1
3492,515,324,447,977,825,330,69,1
3493,427,282,549,593,187,363,247,0
3494,581,175,235,537,424,991,736,0
3495,153,593,830,504,824,961,675,0
3496,621,173,188,452,274,146,234,0
3497,744,942,451,764,395,725,699,1
3498,186,823,354,44,370,452,109,1
3499,133,426,429,482,203,31,435,1
3500,31,264,264,152,161,336,228,1
3501,595,553,273,717,168,17,631,0
3502,87,490,239,449,912,765,93,1
3503,633,472,80,230,919,480,557,1
3504,781,88,813,622,681,474,131,1
3505,99,233,579,283,370,189,729,1
3506,474,718,760,103,918,591,791,0
3507,519,382,443,123,918,446,39,0
3508,739,317,41,363,150,906,21,0
3509,177,600,260,326,166,534,716,0
3510,554,984,543,96,634,17,757,1
3511,122,806,227,534,950,519,178,1
3512,368,860,187,845,258,66,544,1
3513,609,871,290,463,984,833,573,0
3514,867,135,957,312,586,223,684,0
3515,98,687,113,364,806,141,659,0
3516,884,99,365,239,891,420,787,1
3517,391,674,31,233,357,101,863,1
3518,570,247,474,127,666,26,756,1
3519,421,329,616,393,370,410,622,1
3520,941,658,517,257,663,920,992,0
3521,960,137,820,138,124,580,725,0
3522,946,542,570,33,177,502,676,0
3523,318,906,177,957,45,421,451,0
3524,714,634,243,301,907,442,413,0
3525,487,674,286,897,617,606,348,1
3526,670,134,653,83,99,609,907,1
3527,545,558,75,908,913,970,926,1
3528,421,71,889,198,761,825,181,1
3529,30,398,814,172,20,899,849,0
3530,545,353,35,284,676,579,620,0
3531,926,878,337,325,908,4,267,1
3532,977,740,25,286,861,23,982,0
3533,548,734,65,589,690,801,596,1
3534,202,474,950,899,676,631,310,1
3535,953,697,545,394,114,90,198,0
3536,797,654,354,518,375,379,170,0
3537,975,602,629,507,298,915,969,1
3538,956,469,94,678,645,44,485,0
3539,730,783,679,473,185,20,972,0
3540,616,313,704,919,986,986,57,1
3541,964,863,821,478,756,221,233,0
3542,496,469,274,247,748,47,576,1
3543,343,64,404,553,423,27,356,0
3544,542,470,692,199,675,279,668,0
3545,322,496,904,707,171,385,537,0
3546,611,37,840,916,319,969,435,0
3547,270,997,601,75,220,365,671,0
3548,846,560,795,383,103,632,290,0
3549,579,60,385,490,493,576,601,1
3550,69,730,797,195,777,79,368,1
3551,267,229,775,284,330,205,915,1
3552,131,183,426,807,624,364,247,0
3553,945,57,290,483,196,846,527,1
3554,321,226,394,317,543,480,488,1
3555,167,274,127,507,356,747,915,0
3556,974,894,773,999,233,13,300,1
3557,602,83,117,460,147,831,381,0
3558,277,165,54,495,799,574,884,1
3559,76,480,381,925,928,189,835,0
3560,183,87,491,959,558,560,399,1
3561,207,877,618,999,857,971,847,1
3562,363,904,394,604,57,550,15,0
3563,803,360,607,68,915,326,693,0
3564,224,743,648,509,64,731,241,1
3565,200,751,965,947,349,284,920,1
3566,711,60,361,811,597,694,412,1
3567,403,727,276,633,582,949,919,0
3568,794,981,334,138,103,387,816,1
3569,548,213,174,308,272,589,507,1
3570,672,682,348,369,587,76,446,0
3571,878,550,40,159,273,371,590,0
3572,145,15,679,441,29,795,905,0
3573,141,803,970,299,933,783,445,1
3574,846,90,586,405,293,843,259,1
3575,70,811,400,364,297,896,300,1
3576,155,20,940,780,727,603,268,1
3577,358,881,457,660,812,569,604,0
3578,821,687,430,516,79,878,280,1
3579,954,904,123,689,472,608,657,0
3580,876,802,322,683,820,976,235,1
3581,834,974,341,568,302,363,379,0
3582,814,477,669,886,115,577,362,0
3583,902,893,603,64,785,686,341,1
3584,672,259,619,560,209,775,680,0
3585,860,463,967,973,350,148,339,1
3586,748,813,564,552,853,812,63,1
3587,264,866,862,31,769,958,381,1
3588,645,720,463,232,38,645,18,1
3589,454,930,852,33,6,850,773,0
3590,66,248,639,574,887,247,371,1
3591,772,153,174,156,137,454,970,0
3592,307,610,26,980,950,319,608,0
3593,887,551,839,863,217,188,362,0
3594,739,763,40,446,379,18,236,0
3595,602,390,714,31,432,175,612,0
3596,770,644,562,937,743,825,700,1
3597,295,630,952,687,467,110,930,1
3598,263,569,315,301,180,385,960,0
3599,974,128,393,811,21,896,100,1
3600,572,268,301,238,925,354,677,1
3601,862,442,299,818,130,945,990,0
3602,474,346,839,897,304,202,851,0
3603,335,553,554,829,117,611,277,1
3604,811,491,182,107,623,472,831,0
3605,128,727,558,129,75,952,932,1
3606,526,24,9,827,918,375,137,1
3607,541,50,655,875,94,622,244,1
3608,526,436,199,156,585,926,135,0
3609,100,476,477,450,565,970,43,1
3610,19,577,367,580,936,969,252,1
3611,692,765,338,699,160,650,831,1
3612,393,332,634,813,342,105,144,0
3613,119,409,557,868,518,141,310,1
3614,352,569,555,810,585,679,470,0
3615,781,181,236,829,209,749,338,1
3616,136,334,721,79,605,852,339,1
3617,368,580,52,288,463,925,480,1
3618,713,884,181,373,393,579,699,1
3619,957,828,862,663,632,865,892,0
3620,846,401,922,864,114,387,460,1
3621,239,832,388,536,533,309,836,1
3622,132,274,277,90,245,865,757,1
3623,906,794,629,90,692,987,117,1
3624,279,313,210,840,427,496,373,0
3625,609,220,933,680,154,557,962,0
3626,369,455,45,994,194,301,629,0
3627,613,625,121,717,645,660,879,1
3628,312,576,933,263,291,333,481,0
3629,306,729,857,133,579,492,107,0
3630,185,380,103,810,37,547,305,1
3631,275,991,953,386,72,608,162,1
3632,754,567,659,436,193,353,986,1
3633,997,381,692,275,743,712,926,1
3634,170,190,586,219,128,210,511,1
3635,638,600,328,45,840,458,678,1
3636,969,955,419,685,78,976,524,1
3637,628,394,416,501,927,908,76,0
3638,704,821,746,734,461,358,355,1
3639,45,753,422,612,356,498,450,1
3640,121,466,633,441,458,950,308,0
3641,179,837,523,841,937,122,718,1
3642,706,896,225,819,293,883,889,1
3643,22,457,37,949,844,802,806,0
3644,186,302,1,773,582,420,295,1
3645,674,542,28,746,778,111,289,0
3646,588,782,456,988,367,99,72,0
3647,725,547,73,659,6,298,620,0
3648,319,73,704,238,792,125,603,1
3649,803,342,534,71,131,165,262,0
3650,453,175,620,467,440,469,154,1
3651,643,81,671,238,740,361,986,0
3652,198,374,64,589,576,854,340,1
3653,620,361,863,846,680,344,988,1
3654,497,780,623,964,618,804,621,0
3655,379,943,647,725,341,444,919,1
3656,582,431,898,189,16,111,186,0
3657,355,504,45,721,821,895,15,0
3658,489,533,321,951,940,10,959,0
3659,859,954,711,616,33,529,256,0
3660,144,246,768,115,871,322,521,1
3661,808,871,668,292,832,763,340,1
3662,348,204,602,557,327,461,156,1
3663,620,938,140,340,122,868,561,0
3664,562,85,105,536,72,600,382,1
3665,635,630,415,311,541,778,626,1
3666,293,431,464,30,880,58,683,1
3667,550,215,666,953,995,341,265,0
3668,722,703,188,423,869,128,356,0
3669,566,242,13,507,865,518,925,0
3670,546,446,973,807,797,107,603,0
3671,801,20,777,414,818,991,814,1
3672,998,27,241,885,27,110,252,1
3673,986,583,740,902,592,232,426,0
3674,786,52,14,389,764,908,559,1
3675,461,435,775,676,664,745,501,0
3676,26,501,489,802,405,504,134,1
3677,942,517,64,677,38,988,212,0
3678,50,39,564,374,794,781,177,0
3679,513,178,530,376,706,631,501,0
3680,102,716,661,727,854,3,65,0
3681,815,311,513,624,217,957,2,0
3682,481,512,844,855,346,208,295,1
3683,680,162,190,474,490,633,556,1
3684,994,136,453,746,414,264,330,0
3685,640,560,725,101,77,998,816,0
3686,529,687,319,169,931,789,403,0
3687,412,761,456,626,107,546,635,1
3688,451,947,859,821,690,180,572,0
3689,901,722,812,947,126,252,301,1
3690,393,986,249,810,55,399,911,0
3691,153,430,682,736,969,156,701,1
3692,420,837,725,38,475,385,782,0
3693,953,713,249,254,882,317,654,1
3694,46,267,351,463,895,375,456,1
3695,34,473,157,289,651,659,262,0
3696,474,174,954,510,550,587,591,0
3697,830,527,595,576,673,813,587,0
3698,921,910,963,644,910,895,750,0
3699,329,257,844,458,22,384,226,1
3700,286,214,873,984,944,573,67,0
3701,856,71,398,112,810,868,683,1
3702,730,346,629,224,362,384,802,0
3703,766,663,640,372,892,825,636,0
3704,348,791,939,215,255,418,754,1
3705,909,379,527,641,754,386,605,1
3706,925,371,855,565,841,405,1,0
3707,261,70,111,153,459,946,169,1
3708,709,378,390,855,194,605,649,1
3709,737,124,852,95,103,534,603,0
3710,373,886,595,814,254,658,182,0
3711,842,829,637,549,468,343,736,0
3712,531,463,170,537,436,582,516,0
3713,857,248,310,271,558,913,406,1
3714,815,479,27,719,916,464,237,1
3715,434,231,851,914,797,319,802,1
3716,945,269,295,281,421,279,992,0
3717,980,578,85,995,250,193,35,1
3718,892,435,222,904,530,392,230,1
3719,466,364,257,768,449,561,121,0
3720,250,61,128,525,755,94,615,1
3721,260,769,432,378,213,948,640,1
3722,712,83,804,849,26,380,959,0
3723,849,536,713,129,396,249,896,1
3724,340,932,537,873,459,851,176,1
3725,277,552,581,336,824,586,638,0
3726,381,64,750,422,711,127,805,1
3727,535,371,394,764,145,658,607,1
3728,836,277,591,774,496,648,797,0
3729,781,860,806,571,236,340,300,1
3730,57,285,88,771,505,9,858,1
3731,861,12,469,354,318,718,549,0
3732,991,607,33,736,216,560,431,0
3733,470,895,265,788,698,932,565,0
3734,176,937,866,984,899,909,81,0
3735,931,423,356,242,48,262,54,0
3736,274,682,629,841,394,351,776,1
3737,290,973,319,438,298,230,114,1
3738,226,264,316,787,881,975,676,1
3739,818,84,414,103,350,167,550,1
3740,218,999,967,828,976,948,456,0
3741,331,89,393,597,796,918,61,0
3742,977,760,31,115,585,784,741,0
3743,991,422,176,832,451,682,705,1
3744,704,719,197,267,491,813,137,1
3745,582,705,602,812,559,973,671,0
3746,163,791,618,371,711,327,283,1
3747,556,776,99,328,929,949,205,1
3748,581,629,239,462,875,679,676,1
3749,117,669,652,295,858,686,472,0
3750,701,916,616,385,592,144,403,0
3751,659,220,303,530,92,795,521,0
3752,865,626,483,160,89,72,422,1
3753,530,391,886,277,982,421,507,1
3754,599,785,975,523,557,462,978,0
3755,761,500,258,304,125,817,818,1
3756,944,788,250,155,564,368,792,0
3757,42,398,957,967,692,223,643,1
3758,590,918,998,797,692,711,30,1
3759,503,923,524,60,768,334,453,0
